Wavelength	Normalized Intensity
179.611	0.16726456073696222
179.992	0.13796442938711012
180.373	0.14826695500708453
180.754	0.13576347779624798
181.134	0.12382745766795737
181.515	0.08461360611638323
181.896	-0.0484885113857188
182.276	-0.06647490423202662
182.657	-0.1317685430218907
183.038	-0.47975031518860384
183.418	-0.554926927133952
183.799	-7.278556516811322
184.179	0.3804063151659909
184.56	-0.34360721833580343
184.94	-0.01628074974381809
185.32	-0.1391767355035101
185.701	-0.20179785613524556
186.081	-0.3803985130505745
186.461	-0.5068791094286905
186.842	0.2147135870574408
187.222	0.22674176443073094
187.602	0.23027788448237338
187.982	0.22927246026508016
188.362	0.22974826346491148
188.742	0.23033971414970575
189.122	0.2303755787125071
189.502	0.23055267834308876
189.882	0.23098997432812285
190.262	0.23082659131980554
190.642	0.2315859133266244
191.022	0.2321597882783032
191.402	0.23112089046906206
191.781	0.23119329074437803
192.161	0.23172509299840793
192.541	0.23166414421507414
192.92	0.23165458033166048
193.3	0.2315521041598199
193.68	0.23140025653719895
194.059	0.23142475350173225
194.439	0.23096333807387856
194.818	0.23107516839484746
195.198	0.23142102023145236
195.577	0.23119794684551362
195.957	0.23162651788427555
196.336	0.23142232058402176
196.715	0.23264586845811852
197.094	0.23414999885920743
197.474	0.233366054047284
197.853	0.23353556129673458
198.232	0.23374378549526786
198.611	0.23332205179420956
198.99	0.2336708399108099
199.369	0.23282015764927597
199.748	0.23210181772182192
200.127	0.23220723017365796
200.506	0.2322358379301849
200.885	0.23236276911970172
201.264	0.2323483813477241
201.643	0.23244896991099623
202.022	0.23273840322483172
202.401	0.23272783261684815
202.779	0.23376287131523818
203.158	0.23374751876554775
203.537	0.2329626930696257
203.915	0.2329615605044846
204.294	0.23262787325643222
204.673	0.23298542826616175
205.051	0.23260497027246785
205.43	0.23183675553194852
205.808	0.23119077393295337
206.187	0.231093289437105
206.565	0.2316367529174025
206.943	0.23207287439043836
207.322	0.23183692331937683
207.7	0.23215613890173745
208.078	0.2322702762998456
208.456	0.2326397442169852
208.835	0.2339310362652623
209.213	0.23346899163455243
209.591	0.23225479790958398
209.969	0.2319595339826147
210.347	0.23163826300425727
210.725	0.23119492667180402
211.103	0.23122055620147844
211.481	0.2307806175644485
211.859	0.23130784761105697
212.237	0.23209426728754798
212.614	0.23248181430008796
212.992	0.2326009433741884
213.37	0.23400289123143622
213.748	0.2350306731235518
214.125	0.23498113388534317
214.503	0.23504048868810795
214.881	0.2353281602339462
215.258	0.23458343573339036
215.636	0.2344868740683977
216.013	0.23382558186656918
216.391	0.23272766482941984
216.768	0.23251209993089803
217.145	0.23191532199525489
217.523	0.23161129117515636
217.9	0.23204338574991284
218.277	0.23231666952377344
218.655	0.23134908137156426
219.032	0.23160759985173357
219.409	0.23174283651895175
219.786	0.23190919775412155
220.163	0.23207018979158542
220.54	0.23252157992059758
220.917	0.2319373860420777
221.294	0.2328442770920956
221.671	0.2327256933271372
222.048	0.2332858516565516
222.425	0.23270543299516872
222.802	0.23254599299141673
223.179	0.2329631125381965
223.556	0.2339473116458084
223.932	0.23383216752313038
224.309	0.23383841760483493
224.686	0.2326764477169281
225.062	0.23304016891464804
225.439	0.2328741013074778
225.815	0.231890531402722
226.192	0.23141418289374868
226.568	0.2313161530887583
226.945	0.2311809583683972
227.321	0.23182287112225583
227.698	0.23240245084649716
228.074	0.23282754029612165
228.45	0.23303408662037178
228.827	0.23369714059019756
229.203	0.23386375350650979
229.579	0.233868703235645
229.955	0.23355460516984786
230.331	0.23337490483412734
230.707	0.2329428102593709
231.083	0.2332255740229311
231.46	0.23236172044827477
231.835	0.23194917310891652
232.211	0.23187211673246494
232.587	0.23196741999174528
232.963	0.23183075713138643
233.339	0.23276046727165456
233.715	0.232924479482828
234.091	0.23317930663957445
234.466	0.23350036788364648
234.842	0.23364911143884368
235.218	0.2339715149823422
235.593	0.2341556616849129
235.969	0.2335968037080679
236.344	0.23346500668313006
236.72	0.23359462247149987
237.095	0.23371752676273724
237.471	0.2332187366852274
237.846	0.23296781058618918
238.222	0.23278991396532303
238.597	0.23242535383046153
238.972	0.23201612029281238
239.348	0.2318821000844494
239.723	0.2318751788530316
240.098	0.23223382448104515
240.473	0.23178725824059693
240.848	0.23188428132101746
241.223	0.23227325452669814
241.598	0.23218193621884017
241.973	0.23282577852812436
242.348	0.23321756217322925
242.723	0.2331367305796407
243.098	0.2340610295753458
243.473	0.2342464766304859
243.848	0.23392298246870338
244.223	0.2346497956612871
244.597	0.23439538797311144
244.972	0.233814130374587
245.347	0.23471422603375833
245.721	0.23391824247385362
246.096	0.23405536674964034
246.47	0.23478939480164138
246.845	0.23407386531361157
247.219	0.23341014019407255
247.594	0.23357490744867337
247.968	0.23324868674118082
248.343	0.2337804051014966
248.717	0.2335252423698935
249.091	0.23330590225423467
249.466	0.23408003150160195
249.84	0.23485822959410574
250.214	0.23528461939629963
250.588	0.23517824216675082
250.962	0.23471418408690123
251.336	0.23431329797381054
251.71	0.23470835347376748
252.084	0.2349617124905162
252.458	0.23516754571819604
252.832	0.23475080369312998
253.206	0.23485239898097196
253.58	0.23525294951920606
253.954	0.23551746639993745
254.328	0.2353474557882019
254.702	0.23411732225754395
255.075	0.2336215104068866
255.449	0.23356202976355056
255.823	0.23328157307712966
256.196	0.23333895637761184
256.57	0.23393086847783395
256.943	0.23358254177666152
257.317	0.23407172602390058
257.69	0.23454631276487664
258.064	0.2348424156289875
258.437	0.23504644514181297
258.81	0.23468511491494645
259.184	0.2344741222238461
259.557	0.23456275593285109
259.93	0.23429962329840323
260.303	0.23359206371321814
260.677	0.2335998238817775
261.05	0.23320908890809958
261.423	0.23369273617020442
261.796	0.23336093653072051
262.169	0.23343908352545611
262.542	0.23346928526255198
262.915	0.2336215523537437
263.288	0.23332448471192005
263.661	0.23340057631065886
264.033	0.2335939932686437
264.406	0.23325581770688403
264.779	0.2329990190478549
265.152	0.23340657471122095
265.524	0.2337547755718222
265.897	0.23422197966595257
266.27	0.2347764751696615
266.642	0.2349529036505299
267.015	0.23564188077802964
267.387	0.23633329082323984
267.76	0.23642586753681016
268.132	0.2360704098699345
268.504	0.23578429035780812
268.877	0.23563621795232415
269.249	0.23549728996168312
269.621	0.23543294348292607
269.994	0.23550207190338998
270.366	0.2356153703643566
270.738	0.23572728457903963
271.11	0.23591541623303272
271.482	0.2354813921028507
271.854	0.23487098143865737
272.226	0.23476208739768387
272.598	0.2345349451666086
272.97	0.23469044216579532
273.342	0.23474082034114555
273.714	0.23507236829948694
274.086	0.23543600560349273
274.458	0.2363869408534421
274.829	0.2358455747159985
275.201	0.23625896099249832
275.573	0.23594473708612995
275.944	0.23602837911914273
276.316	0.23562984203004836
276.688	0.2357146585750593
277.059	0.23516863633648008
277.431	0.23547908502571144
277.802	0.23499816430931666
278.173	0.23534137349392564
278.545	0.23520353612156863
278.916	0.23541578721838133
279.287	0.2354808467937087
279.659	0.23520538178328004
280.03	0.23513176504910882
280.401	0.23490764299174316
280.772	0.23484384182212814
281.143	0.23407982176731656
281.515	0.23337922536040634
281.886	0.2333056925199493
282.257	0.23446279657243516
282.628	0.23744416943922617
282.998	0.24298849527345912
283.369	0.2540729942030743
283.74	0.27176366170698496
284.111	0.29458057072063604
