Wavelength	Normalized Intensity
179.611	0.037774570991527236
179.992	0.041764388249321056
180.373	0.045388680594540605
180.754	0.043099514763244265
181.134	0.03567823486221666
181.515	0.010342207346769801
181.896	0.05011432961918984
182.276	0.0837648534102749
182.657	0.04768153774925977
183.038	0.01771860411072436
183.418	0.025710906577149452
183.799	0.9010806133223659
184.179	-0.21714608529937135
184.56	-0.5533415037238468
184.94	0.06818759440650539
185.32	0.1059655630934559
185.701	0.04529564246554246
186.081	-0.04898335845866335
186.461	-0.19469864420285987
186.842	0.0008044987718914564
187.222	0.0035238296225186703
187.602	0.0028720174103897093
187.982	0.002468656432731425
188.362	0.0028088034967737536
188.742	0.0033218135588329073
189.122	0.0034224021221050125
189.502	0.003319380641122406
189.882	0.0031624993956521495
190.262	0.003131123146558098
190.642	0.0032423242646708386
191.022	0.0032299079949758666
191.402	0.003175964336774062
191.781	0.0035132170676780354
192.161	0.003504114599692194
192.541	0.003550759504762495
192.92	0.003599124230972978
193.3	0.0035962718446917005
193.68	0.0037613327272920907
194.059	0.003517453700242874
194.439	0.003227726758407831
194.818	0.003103606008315187
195.198	0.0030512982775394086
195.577	0.0030799899277804935
195.957	0.0032037331561594385
196.336	0.003230746932117419
196.715	0.0033612016576287816
197.094	0.0035375042979259707
197.474	0.003890025684806194
197.853	0.004101060322763643
198.232	0.0037910730489601153
198.611	0.0037159042810770405
198.99	0.003490607711713204
199.369	0.003636834455485748
199.748	0.0033959756021461193
200.127	0.0031311650934151758
200.506	0.0030778086912124575
200.885	0.003215604116712402
201.264	0.0030405598821275407
201.643	0.00293305008743763
202.022	0.0029017996789148116
202.401	0.0029966834696243624
202.779	0.003252517350940698
203.158	0.0032738263543361226
203.537	0.0035406503122067915
203.915	0.0037961905655235833
204.294	0.003865486773415793
204.673	0.003813388776925403
205.051	0.0036017668829688675
205.43	0.0036467339137560635
205.808	0.003615861026946944
206.187	0.0033354462873831296
206.565	0.0034213115038209947
206.943	0.0034442983814995244
207.322	0.003299120309153921
207.7	0.0035048276962625136
208.078	0.0032002096201649197
208.456	0.003489139571715488
208.835	0.0037552084861587594
209.213	0.003507596188829636
209.591	0.0035153563573889933
209.969	0.003654410188601266
210.347	0.003486454972862521
210.725	0.0035447611042003974
211.103	0.0032524334572265425
211.481	0.0030869111591982985
211.859	0.0030411051912695502
212.237	0.002985357818213408
212.614	0.002844793900146341
212.992	0.0031233210311416627
213.37	0.0029894686102070137
213.748	0.002905616842908874
214.125	0.003079486565495562
214.503	0.0029227311605965383
214.881	0.0031184132488635825
215.258	0.003258473804645718
215.636	0.003117196790008332
216.013	0.003316234626841585
216.391	0.0032308727726886514
216.768	0.0031574238259457587
217.145	0.003213758455000987
217.523	0.0031276415574206565
217.9	0.0030991176946078827
218.277	0.0031596889562279496
218.655	0.003274958919477218
219.032	0.003723119140494389
219.409	0.0035414892493483437
219.786	0.00379589693752404
220.163	0.0038034473717980096
220.54	0.00386045315056648
220.917	0.0036864995342656367
221.294	0.0036318008326364348
221.671	0.003013881681026182
222.048	0.002950751661124381
222.425	0.0027953805025089182
222.802	0.0028662287441129997
223.179	0.0029067494080499694
223.556	0.0027374099460276634
223.932	0.00282008720132763
224.309	0.003020425390730289
224.686	0.0029898041850636345
225.062	0.003203397581302818
225.439	0.002909308166331704
225.815	0.002748316128867842
226.192	0.0030053245221823496
226.568	0.0028566648606993044
226.945	0.0029736965919458327
227.321	0.003020802912443987
227.698	0.002663205955857374
228.074	0.0027894659956609756
228.45	0.0025945808976784055
228.827	0.002566140928579787
229.203	0.002496257464688491
229.579	0.0024091757893953754
229.955	0.0026198748524962037
230.331	0.0026919395529555355
230.707	0.0025783474639893716
231.083	0.002773442296257329
231.46	0.002828140997886531
231.835	0.003018789463304262
232.211	0.0030857366472001255
232.587	0.002789424048803898
232.963	0.002885272617226234
233.339	0.00290708498290659
233.715	0.0029583859891125055
234.091	0.0028974791526358177
234.466	0.0027229382803358885
234.842	0.0027124935129235637
235.218	0.003044628727264069
235.593	0.003115351128296917
235.969	0.0031929108670334157
236.344	0.00293690919828877
236.72	0.0029271775274467646
237.095	0.002889131728077374
237.471	0.002883426955514819
237.846	0.0025692030491464525
238.222	0.002476332707576627
238.597	0.002446214864194904
238.972	0.00244751521676431
239.348	0.002543741306900344
239.723	0.0026555296810121714
240.098	0.0027867813968080087
240.473	0.002974158007373687
240.848	0.003032631926139873
241.223	0.0030463904952613284
241.598	0.0034347764449429072
241.973	0.003479827369444259
242.348	0.0035082673385428776
242.723	0.0031482374642457624
243.098	0.002910398784615721
243.473	0.0028174445493317404
243.848	0.0028550708801303557
244.223	0.0024004927899803105
244.597	0.0022285526228191925
244.972	0.002166806849200953
245.347	0.0024695373167300545
245.721	0.0026726439986998357
246.096	0.0025170631057989854
246.47	0.002581032062842338
246.845	0.0028362367413025096
247.219	0.002951716438837166
247.594	0.0027011678615126095
247.968	0.002401918983120949
248.343	0.002409763045394462
248.717	0.0024565757378930734
249.091	0.0023254918095255467
249.466	0.0020969653321667343
249.84	0.0019781718329229467
250.214	0.002125195566979965
250.588	0.0022728904507502254
250.962	0.0021604309269251565
251.336	0.0024077915431118145
251.71	0.0023999894276953795
252.084	0.0026679040038500657
252.458	0.0025806964879857178
252.832	0.0027817058271016183
253.206	0.002975206678800627
253.58	0.0030724394935065236
253.954	0.0029239895663088667
254.328	0.0027364451683148786
254.702	0.0025873660382610573
255.075	0.0027551954134285694
255.449	0.0025432379446154126
255.823	0.0024449145116254983
256.196	0.002280944247309126
256.57	0.0021775032977557427
256.943	0.002467649708161562
257.317	0.002505821348102186
257.69	0.002402799867119579
258.064	0.0025512497943172363
258.437	0.002443110796771161
258.81	0.0027991137727888258
259.184	0.0030000811650476487
259.557	0.003068496488941228
259.93	0.002900499326345406
260.303	0.0029077561326198323
260.677	0.0026959245043779085
261.05	0.002713038822065573
261.423	0.0025118197486642835
261.796	0.002481576064711328
262.169	0.002217352811979471
262.542	0.002186941340598205
262.915	0.0021741475491895345
263.288	0.0022117319331310717
263.661	0.002159675883497759
264.033	0.0020969653321667343
264.406	0.0019655038820855088
264.779	0.0019628612300896194
265.152	0.0021035929355849967
265.524	0.0021008663898749516
265.897	0.002143987758950734
266.27	0.0022635363016219184
266.642	0.002350450189486723
267.015	0.002386398646002234
267.387	0.002483002257851967
267.76	0.0025208802697930474
268.132	0.0025172728400843732
268.504	0.002587575772546445
268.877	0.002579060560559691
269.249	0.0025229356657898504
269.621	0.002547474577180251
269.994	0.002421340377947882
270.366	0.002458882815032342
270.738	0.0024968027738305003
271.11	0.0023055670524136825
271.482	0.0021621088012082606
271.854	0.0021239791081247143
272.226	0.0019990613677475957
272.598	0.002027123815132516
272.97	0.0018816940616444467
273.342	0.0017930603526394597
273.714	0.001872969115372304
274.086	0.0017934798212102356
274.458	0.0018910062639156758
274.829	0.0020089608260179114
275.201	0.002049313702526571
275.573	0.002231866424528324
275.944	0.002315802085540619
276.316	0.002073600932774506
276.688	0.0021291385715452604
277.059	0.001940629395838487
277.431	0.0019557722112435037
277.802	0.0018407539291367006
278.173	0.0018360978280010862
278.545	0.001685718345377859
278.916	0.0019008218284718363
279.287	0.0018707459319471907
279.659	0.0018632793913873765
280.03	0.0017129838024783047
280.401	0.001790124072644027
280.772	0.0015774535072605512
281.143	0.001648553430007098
281.515	0.0015973782643724152
281.886	0.0015171758736400275
282.257	0.0014028287412464664
282.628	0.00140907882295103
282.998	0.0013531636624665776
283.369	0.001338020847061561
283.74	0.0012309724677995037
284.111	0.00120647550326618
284.482	0.0012014838272739448
284.853	0.0012850839134296189
285.223	0.0013217454665154487
285.594	0.0014587858485879963
285.965	0.0016489728985778739
286.335	0.0018658800965261882
286.706	0.0020124843620124306
287.076	0.00229508033814428
287.447	0.002507121700671592
